ID,Company name Latin alphabet,NAICS 2017; primary code(s),Operating P/L [=EBIT]; th USD 2021,Operating P/L [=EBIT]; th USD 2020,Operating P/L [=EBIT]; th USD 2019,Operating P/L [=EBIT]; th USD 2018,Operating P/L [=EBIT]; th USD 2017,Operating P/L [=EBIT]; th USD 2016,Operating P/L [=EBIT]; th USD 2015,Operating P/L [=EBIT]; th USD 2014,Operating P/L [=EBIT]; th USD 2013,Operating P/L [=EBIT]; th USD 2012,P/L for period [=Net income]; th USD 2021,P/L for period [=Net income]; th USD 2020,P/L for period [=Net income]; th USD 2019,P/L for period [=Net income]; th USD 2018,P/L for period [=Net income]; th USD 2017,P/L for period [=Net income]; th USD 2016,P/L for period [=Net income]; th USD 2015,P/L for period [=Net income]; th USD 2014,P/L for period [=Net income]; th USD 2013,P/L for period [=Net income]; th USD 2012,Total assets; th USD 2021,Total assets; th USD 2020,Total assets; th USD 2019,Total assets; th USD 2018,Total assets; th USD 2017,Total assets; th USD 2016,Total assets; th USD 2015,Total assets; th USD 2014,Total assets; th USD 2013,Total assets; th USD 2012,Cash & cash equivalent; th USD 2021,Cash & cash equivalent; th USD 2020,Cash & cash equivalent; th USD 2019,Cash & cash equivalent; th USD 2018,Cash & cash equivalent; th USD 2017,Cash & cash equivalent; th USD 2016,Cash & cash equivalent; th USD 2015,Cash & cash equivalent; th USD 2014,Cash & cash equivalent; th USD 2013,Cash & cash equivalent; th USD 2012,Total Liabilities and Debt; th USD 2021,Total Liabilities and Debt; th USD 2020,Total Liabilities and Debt; th USD 2019,Total Liabilities and Debt; th USD 2018,Total Liabilities and Debt; th USD 2017,Total Liabilities and Debt; th USD 2016,Total Liabilities and Debt; th USD 2015,Total Liabilities and Debt; th USD 2014,Total Liabilities and Debt; th USD 2013,Total Liabilities and Debt; th USD 2012,Total Current Liabilities; th USD 2021,Total Current Liabilities; th USD 2020,Total Current Liabilities; th USD 2019,Total Current Liabilities; th USD 2018,Total Current Liabilities; th USD 2017,Total Current Liabilities; th USD 2016,Total Current Liabilities; th USD 2015,Total Current Liabilities; th USD 2014,Total Current Liabilities; th USD 2013,Total Current Liabilities; th USD 2012,Income Tax Payable; th USD 2021,Income Tax Payable; th USD 2020,Income Tax Payable; th USD 2019,Income Tax Payable; th USD 2018,Income Tax Payable; th USD 2017,Income Tax Payable; th USD 2016,Income Tax Payable; th USD 2015,Income Tax Payable; th USD 2014,Income Tax Payable; th USD 2013,Income Tax Payable; th USD 2012,Depreciation; th USD 2021,Depreciation; th USD 2020,Depreciation; th USD 2019,Depreciation; th USD 2018,Depreciation; th USD 2017,Depreciation; th USD 2016,Depreciation; th USD 2015,Depreciation; th USD 2014,Depreciation; th USD 2013,Depreciation; th USD 2012
1634.,T2 BIOSYSTEMS; INC.,334510,n.a.,-41356,-52058,-45090,-53852,-50878,-43383,-30681,-19692,-14653,n.a.,-46798,-59006,-51153,-62428,-54804,-45290,-35960,-27518,-18867,n.a.,79078,28486,64309,54861,89568,86825,79134,31885,11431,n.a.,42189,11033,50805,41799,73488,73662,73849,30198,9709,n.a.,70352,62491,52922,53521,50230,39886,26133,8615,7952,n.a.,9800,60572,52297,51782,9885,12253,5172,4046,2129,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,313,n.a.,n.a.,n.a.,-1710,-2200,-2449,-2940,-2300,-1500,-691,-584,-571
1635.,FAT BRANDS INC,722513,n.a.,-11271,6137,4303,50,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-14860,-1018,-1798,-613,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,121144,82550,57960,29236,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3944,25,653,32,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,163027,77172,52221,27227,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,73177,45611,27606,6725,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-1172,-785,-358,-23,n.a.,n.a.,n.a.,n.a.,n.a.
1636.,INFUSION BRANDS INTERNATIONAL; INC.,454110,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1637.,ADICET BIO INC,541715,n.a.,-39191,-85457,-39705,-18882,-1,n.a.,n.a.,n.a.,n.a.,n.a.,-36678,-82739,-37614,-33778,-1,n.a.,n.a.,n.a.,n.a.,n.a.,153835,81587,109939,55193,0,n.a.,n.a.,n.a.,n.a.,n.a.,94614,62400,108028,53349,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,44008,27870,5735,5502,0,n.a.,n.a.,n.a.,n.a.,n.a.,22479,14865,5716,5502,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-1226,-125,-80,-5,0,n.a.,n.a.,n.a.,n.a.
1638.,AMERICAN SHARED HOSPITAL SERVICES,532490,n.a.,-8406,2860,3492,3761,4993,1079,1649,2919,2885,n.a.,-7058,659,1023,1923,930,-1522,-952,-312,38,n.a.,43653,53783,57502,58176,60598,54114,67528,71742,73323,n.a.,3961,1429,1442,2152,2871,2209,10059,1909,1564,n.a.,24379,27750,32400,34320,39103,33984,46102,52122,53394,n.a.,12380,8214,9474,9007,8681,8698,16251,11785,9653,n.a.,373,130,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-6970,-7411,-6818,-6677,-6327,-6190,-6383,-6410,-6096
1639.,NURIX THERAPEUTICS; INC.,541715,n.a.,-64983,-22236,-9739,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-43242,-21699,-9428,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,396343,44048,45397,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,280978,37550,38869,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,106074,53567,34049,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,44539,16137,32832,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-2200,-2354,-2988,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1640.,BIOCRYST PHARMACEUTICALS INC,325414,n.a.,-174757,-99455,-78320,-57411,-48607,-39444,-45771,-30717,-32129,n.a.,-182814,-108897,-101252,-65782,-55144,-43019,-45189,-30108,-39081,n.a.,334715,175282,146841,178259,89847,122359,136874,48866,57439,n.a.,300366,136226,104467,114397,54650,51563,72772,38055,35599,n.a.,353977,137030,97606,94492,88269,74635,61239,49992,57893,n.a.,105654,92335,69477,74836,54360,62257,57293,15256,17224,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-748,-724,-770,-704,-483,-180,-177,-304,-628
1641.,RAINMAKER SYSTEMS INC,541512,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-21728,-3677,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-20971,-10272,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,10339,17766,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3633,4494,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,25234,18523,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,23314,15764,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-1697,-1555
1642.,REGIONAL HEALTH PROPERTIES; INC.,531120,n.a.,2294,5462,-792,5138,4255,-7641,-24198,-1631,2723,n.a.,-9685,-3497,-19880,-8599,-14797,-28726,-16183,-14131,-7040,n.a.,108025,113758,100570,106551,119486,169273,209961,226428,235244,n.a.,4186,4383,2407,1818,14045,2720,10735,19374,15937,n.a.,96921,102015,94419,88681,95987,138394,183740,197500,210194,n.a.,5233,6312,10313,19498,25268,63784,69287,69235,57077,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-2175,-2458,-3182,-3318,-5296,-7345,-7400,-4431,-4017
1643.,MICRON SOLUTIONS INC,334510,n.a.,n.a.,-1715.42,-757.58,-1018.38,-502.83,-520.34,891.11,-957.42,-3219.9,n.a.,n.a.,-2141.13,-1098.31,-1355.1,-712.46,-429.17,659.21,-3538.33,-6137.93,n.a.,n.a.,8734.33,12280.79,13924.6,13647.42,13382.03,15103.25,16353.28,16960.21,n.a.,n.a.,0.5,1.72,606.99,380.38,272.29,209.4,749.77,477.71,n.a.,n.a.,6532.29,8192.68,8856.11,7360.49,6499.36,7858.13,10006.76,7263.48,n.a.,n.a.,6062.13,4635.22,4877.7,4800.66,3293.9,5471.5,4923.76,5936.35,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-1457.8,-1499.4,-1608.64,-1539.25,-1464.59,-1534.92,-1439.17,-1419.23
1644.,CREATIVE REALITIES; INC.,541512,n.a.,-16064,-360,-4008,-4129,-4557,-7290,-4886,-2814,-5266,n.a.,-16844,1038,-14897,-7196,-5161,-8311,-5014,-2847,-5406,n.a.,20618,33976,37728,26045,24419,23036,21876,5117,4364,n.a.,1826,2534,2718,1003,1352,1361,573,108,2252,n.a.,16283,15468,20907,19766,16014,11665,9090,4644,2107,n.a.,7333,10431,15004,12674,14481,7282,6634,4619,2107,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-857,-596,-391,-1505,-2003,-2027,-818,-295,-283
1645.,DSS INC,322220,n.a.,-10747,-2617,-1868.66,-225.87,-660.06,-14083.28,-46478.87,-8154.44,-3773.93,n.a.,1899,-2889,1464.97,-578.16,-950,-14309.48,-41157.05,2593.53,-4280.83,n.a.,91919,20146,15279.79,17430.78,18466.02,15600.85,27750.12,67342.21,14250.47,n.a.,5226,1096,2317.66,4188.62,5871.74,1440.26,2343.68,1977.03,1887.16,n.a.,18804,7843,7705.45,12644.92,15181.92,11913.58,11894.32,13453.2,5526.92,n.a.,8872,4156,5423.21,9283.7,7701.89,9447.18,3789.35,4473.83,3787.69,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-710,-690,-795,-727,-691.82,-663,-622,-560.37,-845.14
1646.,OCULAR THERAPEUTIX; INC.,541715,n.a.,-62847,-85802,-59118,-61923,-43326,-38197,-27094,-12903,-13671,n.a.,-155636,-86372,-59978,-63386,-44703,-39748,-28648,-13317,-14093,n.a.,261863,78740,73043,55431,74939,110306,78193,19146,25285,n.a.,228057,54437,54062,41538,68145,105064,74828,17505,23854,n.a.,185768,82370,37168,29284,22931,20718,19497,4274,6073,n.a.,26664,12029,9159,13426,8300,5378,5874,3342,3475,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-2773,-2530,-2286,-1625,-881,-754,-547,-404,-404
1647.,HEALTHWAREHOUSE.COM INC,446110,n.a.,-49.12,155.71,-547.58,478.01,-1289.18,-418.53,-1733.45,-2433.58,-4490.37,n.a.,299.1,-441.63,-1159.28,29.55,-1750.43,-946.53,-2082.2,-7301.99,-6269.47,n.a.,3341.94,2507.25,2044.77,1572.75,975.17,966.11,1660.26,1419.81,2155.75,n.a.,1815.64,2.36,2.93,3.35,3.83,11.22,506.02,67.74,n.a.,n.a.,5097.31,6113.09,5771.13,4672.05,5245.81,4849.3,5289.74,5784.92,9949.19,n.a.,2954.89,6112.48,5764.57,3293.37,5245.81,4849.3,5243.6,5244.95,9782.9,n.a.,117.86,24.91,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-133.58,n.a.,-122.81,-102.71,-87.19,-108.37,-116.31,-158.03,-353.05
1648.,TRXADE HEALTH; INC,454110,n.a.,-2506.66,125.22,-87.62,395.09,-984.02,-137.07,-1431.47,-2084.01,n.a.,n.a.,-2536.05,-284.43,9.04,288.98,-2760.13,-1117.18,-2012.04,-2091.29,n.a.,n.a.,9792.7,5571.49,2227.59,617.48,337.12,2027.67,1222.12,403.87,n.a.,n.a.,5919.58,2871.69,869.56,183.91,14.68,78.71,705.6,84.32,n.a.,n.a.,1113.54,1431.28,1382.92,929.41,1485.18,1760.65,553.68,273,n.a.,n.a.,842.24,520.82,860.37,525.36,1474.59,1760.65,553.68,273,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-5.5,-5,n.a.,n.a.,0,-3.8,-4.8,-3.99,n.a.
1649.,CVD EQUIPMENT CORPORATION,334513,n.a.,-7823.96,-4984.72,-5254.52,7218.87,-724.55,5587,1160.97,-1806.07,545.22,n.a.,-6074.95,-6327.66,-5201.02,5261.41,-149.13,3205,-2473.53,-560.32,435.59,n.a.,40935.93,46723.05,51835.56,58978.25,45604.69,41131.7,45556.47,39141.64,42525.26,n.a.,7699.34,8664.25,11439.36,14210.91,21677.19,13073.33,11966.86,11247.56,13721.32,n.a.,16810.35,16765.21,16122.24,18324.61,11291.43,7907.08,16287.6,8017.37,11377.6,n.a.,3704.3,5388.08,4070.52,5418.93,8325.92,4641.57,12442.09,3451.86,3990.58,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-1264.6,-779.86,-880.86,-785.63,-764.3,-785.77,-777.92,-625.99,-501.12
1650.,ENERGY FOCUS; INC.,335129,n.a.,-4130,-6759,-8974,-9619,-16830,9652,-1091,-6217,-6012,n.a.,-5981,-7373,-9111,-11267,-16887,8780,-5845,-2361,-5709,n.a.,12397,11739,18492,22151,34978,55702,19496,12808,14353,n.a.,2632,350,6335,10761,16629,34640,7435,2801,1181,n.a.,8142,7743,7440,2859,5040,10382,9723,9884,13528,n.a.,7557,6542,7240,2627,4933,10305,9607,5819,11705,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,162,n.a.,-200,-326,-522,-681,-805,-266,-184,-660,-637
1651.,ESPORTS ENTERTAINMENT GROUP; INC.,334310,-23039.76,-4116.85,-3014.47,-2028.33,-754.15,-353.06,-304.26,-132.44,-66.89,n.a.,-26372.73,-10351.42,-6381.37,-2028.66,-837.93,-337.66,-302.15,-134.46,-66.89,n.a.,119735.04,13133.53,561.79,609.69,759.05,178.84,163.11,8.45,0,n.a.,19917.2,12353.31,43.41,100.17,546.11,47.92,100.87,8.45,n.a.,n.a.,44949.65,1739.4,5554.75,343.57,87.11,90.25,36.07,123.65,22.91,n.a.,12176.17,1739.4,5264.03,343.57,87.11,90.25,36.07,123.65,22.91,n.a.,n.a.,n.a.,9.72,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-111.38,-8.54,-8.87,-8.58,-0.67,n.a.,n.a.,n.a.,n.a.,n.a.
1652.,ANACOMP INC,541511,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3631,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3345,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,13246,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,4327,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,14005,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2503,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-142
1653.,CHARLIE'S HOLDINGS; INC.,325411,n.a.,-6770,-5764,-12588.58,-10058.14,-8286.1,-10709.87,-8546.5,-5404.14,-3000.85,n.a.,-7187,-3796,-4139.99,-12708.93,-5709.15,-12262.4,-8550.7,-7122.14,-3119.34,n.a.,6525,7848,1630.55,4869.42,4943.43,8613.88,7835.05,9977.45,6414.7,n.a.,1422,2448,43.18,76.53,15.31,376.84,668.33,3136.77,4.45,n.a.,12521,8395,9788.62,10255.7,7160.51,9158.89,7754.81,5438.09,2064.15,n.a.,10743,7177,9788.62,8205.7,7160.51,9158.89,7754.81,5438.09,1292.15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-181,-73,-4.77,-5.17,-5.24,-3.09,-6.16,-18.3,-8.67
1654.,EXICURE; INC.,541715,n.a.,-25436,-26617,-21819,-11435,-16162,-13144,n.a.,n.a.,n.a.,n.a.,-24668,-26303,-22413,-12039,-16941,-13151,n.a.,n.a.,n.a.,n.a.,100444,115263,28756,28987,20576,19621,n.a.,n.a.,n.a.,n.a.,82080,110786,26268,25764,19623,18731,n.a.,n.a.,n.a.,n.a.,38938,34516,7804,9012,18128,1391,n.a.,n.a.,n.a.,n.a.,13734,31087,2043,3356,12158,1343,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-766,-392,-358,-232,-180,-133,n.a.,n.a.,n.a.
1655.,AEHR TEST SYSTEMS,334515,-4182,-2545,-4275,915,-4929,-6154,-6694,497,-3307,-4507,-2027,-2802,-5235,528,-5653,-6785,-6647,422,-3419,-3390,21665,20574,21307,30955,30892,10046,14868,12225,10975,11613,4582,5433,5428,16848,17803,939,5527,1809,2324,2073,10216,6497,5835,11650,14079,10749,10300,5175,5961,5137,9061,3865,5512,11148,7884,4680,6519,5117,5701,4808,5,30,29,n.a.,n.a.,n.a.,n.a.,68,84,74,-310,-384,-431,-417,-271,-203,-135,-141,-322,-491
1656.,SELECTA BIOSCIENCES; INC.,541715,n.a.,-56821,-52455,-65022,-63784,-34670,-25304,-15399,n.a.,n.a.,n.a.,-68876,-55350,-65336,-65321,-40776,-32509,-12880,n.a.,n.a.,n.a.,165435,99569,44482,101100,89301,42824,22228,n.a.,n.a.,n.a.,138685,89893,37403,96562,84141,36462,16592,n.a.,n.a.,n.a.,183441,91172,49900,49286,34344,21835,15950,n.a.,n.a.,n.a.,81547,34943,35144,10973,13706,7290,9231,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-734,-726,-1000,-750,-802,-1044,-864,n.a.,n.a.
1657.,BYRNA TECHNOLOGIES INC.,332994,n.a.,-4308.83,-3288.54,-2084.8,-1863.98,-1710.83,-2319.04,-2654.92,-1723.93,-1862.45,n.a.,-12553.33,-4409.79,-2153.47,-2800.25,-1924.11,-2370.9,-2722.41,-2024.21,-2019.94,n.a.,21216.12,3566.42,2657.09,2192.36,370.09,2148.28,1557.05,2060.01,417.22,n.a.,3175.07,1081.9,1182.39,1965.04,192.83,1851.02,1085.01,1842.15,232.47,n.a.,12807.08,5550.41,2500.05,1865.73,1363.68,1335.08,1560,106.53,1343.01,n.a.,11864.25,3675.44,2332.97,973.56,1363.68,173.33,161.41,106.53,150.37,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-177.18,-46.84,-19.39,-45.38,-46.52,-47.17,-45.59,-38.13,-20.59
1658.,ADAMIS PHARMACEUTICALS CORPORATION,325412,n.a.,-49778.13,-29349.22,-39463.77,-24789.08,-25204.38,-13850.43,-8101.77,-4395.49,-3217.58,n.a.,-49391.09,-27512.77,-39006.78,-25538.98,-20811.48,-13572,-9316.36,-8155.88,-7194.79,n.a.,30867.46,47840.52,58358.05,51403.16,37786.41,12061.85,12897.22,15121.62,350.93,n.a.,6855.36,8810.64,19271.64,17323.24,4090.65,4080.65,3774.67,5403.24,n.a.,n.a.,27369.92,14839.27,11666.23,11855.67,12506.55,2747.82,3394.05,2933.83,4678.87,n.a.,19925.73,9409.75,11553.7,8787.56,8610.92,2747.82,3394.05,2933.83,4678.87,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-1627,-598,-623,-588,-484.71,-19.42,-14.57,-4.86,n.a.
1659.,DESKTOP METAL; INC.,333249,n.a.,-92055,-1856.86,-43.69,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-34015,2729.03,-43.69,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,641909,305124.79,325.68,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,595392,138.53,119.14,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,125984,10844.1,344.37,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,30499,303.19,344.37,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-7689,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1660.,BLONDER TONGUE LABORATORIES INC,334220,n.a.,-7114,-7641,-854,463,-671,-6400,-629,-2545,-2495,n.a.,-7474,-742,-1339,-384,-1195,-6771,-902,-2822,-5157,n.a.,11130,18347,15601,15174,15000,16230,21244,22641,26303,n.a.,69,572,559,168,468,9,232,67,453,n.a.,9893,10984,8434,7761,8466,8861,7506,7613,9678,n.a.,5534,8369,8263,3939,4616,8622,3804,3657,5485,n.a.,28,26,28,22,15,6,24,24,24,n.a.,-138,-171,-312,-321,-440,-490,-460,-453,-505
1661.,TROIKA MEDIA GROUP; INC.,541613,-18983,-20283,-19834,-11829,-3201,n.a.,-25393.15,-7176.8,-3268.73,-5827.44,-15997,-14447,-6861,-11893,-3364,n.a.,-81646.88,-12596.55,-4141.74,-7385.97,43891,33500,36597,45137,10766,n.a.,13074.88,13986.64,6787.61,11855.72,12066,1706,1589,2096,2071,n.a.,35.57,2510.8,2125.66,3211.18,25153,26500,21774,35843,17997,n.a.,42073.88,21674.48,10909.23,12298.16,18068,16455,12443,22282,3537,n.a.,40283.06,14565.93,6599.75,7691.88,62,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-131,-344,-480,-401,-17,n.a.,-3.62,-49.47,-247.71,-498.17
1662.,AEROCENTURY CORP,532411,n.a.,-28989.1,-9863.4,3464,11185.9,7311.7,16162.7,-12111.6,16748.1,12513.7,n.a.,-42243.7,-16658.5,-8081.2,7399.2,1221.7,6437.6,-11294,8343.9,5189,n.a.,93377.8,149595.8,217152.2,236409.9,218736.1,181025,197670.5,164634.3,152426.5,n.a.,2754.6,2350.2,1542.5,8657.8,2194.4,2721,1840.5,2112.7,1596.8,n.a.,110994.1,126337.2,175864.3,189043.2,176235.9,139746.5,162829.6,118499.4,106547.3,n.a.,2292.5,3357.7,5588,5823.3,6353.7,4768.9,10342.8,9107.1,92128.1,n.a.,0.9,175,497.4,452.6,123.2,n.a.,n.a.,0,19.1,n.a.,-7027.2,-11587.5,-12698.8,-12025.6,-9139.7,-9062.1,-7299,-7363.1,-6126.9
1663.,VINCO VENTURES; INC.,339930,n.a.,-7902.34,-13537.44,-4641.7,1559.72,431.08,325.69,n.a.,n.a.,n.a.,n.a.,-5153.44,-12929.71,-5330.13,1533.43,499.37,412.01,n.a.,n.a.,n.a.,n.a.,28028.21,23609.62,28888.59,4070.83,5356.16,5103.41,n.a.,n.a.,n.a.,n.a.,1267.36,412.72,2052.73,557.27,2534.75,2479.37,n.a.,n.a.,n.a.,n.a.,12611.61,15837.49,13900.53,4303.46,4092.5,4079.63,n.a.,n.a.,n.a.,n.a.,11285.66,12973.32,8878.94,1498.3,1090.19,1072.3,n.a.,n.a.,n.a.,n.a.,239.06,284.32,129.51,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-169.14,-231.52,-487.88,-188.28,-190.94,-215.27,n.a.,n.a.,n.a.
1664.,EPIZYME; INC.,541715,n.a.,-225416,-177142,-128105,-136842,-111826,-132549,-55050,-3127,-768,n.a.,-231694,-173235,-123630,-134309,-110212,-132376,-55005,-3747,-1188,n.a.,473573,424589,275501,289359,252441,217903,199203,162988,103511,n.a.,373606,381087,240304,276439,242192,208323,190095,123564,97981,n.a.,288676,93452,42492,53988,50741,48371,38921,58675,78481,n.a.,43400,34386,37833,24664,21621,18449,17045,34573,35503,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-3984,-840,-1052,-1639,-1589,-1419,-742,-703,-847
1665.,STEPHAN CO,325611,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-14490,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-14398,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,12354,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3654,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1985,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1961,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-194
1666.,TECHPRECISION CORPORATION,332721,n.a.,623.25,353.71,1837.83,967.3,1759.14,2108.73,-2225.71,-6844.71,-1602.41,n.a.,320.63,-341.57,1100.68,-265.91,5080.17,1358.45,-3584.18,-7095.39,-2411.94,n.a.,16004.02,14580.48,16047.48,14278.62,15481.82,12084.49,11326.23,16973.51,21567.35,n.a.,2130.71,930.86,2036.65,2689.11,3066.16,1332.17,1336.33,1086.7,3075.38,n.a.,6062.17,5111.03,6336.18,6266.12,7511.5,10356.32,11037.73,13442.04,11469.77,n.a.,4720.23,2654.47,2925.63,2080.85,2619.04,5899.54,7725.18,12412.87,11182.9,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,9.03,n.a.,0,232.62,n.a.,-714.88,-717.58,-749.76,-704.28,-689.29,-747.55,-839.51,-953.43,-846.01
